host_shortname,datacenter_id,ci_type,offering,cdir,customer_id,server_purpose,os_type,os_name,sid,primary_application_area,function,mgmt_ip,cust_ip,dpe_email,pdl_email,sid2,ifn,purpose,hypervisor_cluster_id
eopm-s-dbo01,BRAZIL PROD-POD1,SYS P,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Non Prod - Development,AIX,AIX 7.1.x,DO1,SAP BI,App-DB,10.177.44.17,10.94.0.17,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.44.17,N,test_hypervisor_019
eopm-s-dte01,BRAZIL PROD-POD1,SYS P,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Non Prod - Development,AIX,AIX 7.1.x,DD1,SAP TM / EM,App-DB,10.177.44.15,10.94.0.15,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.44.15,N,test_hypervisor_020
eopm-s-pte01,BRAZIL PROD-POD1,SYS P,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Prod,AIX,AIX 7.1.x,PM1,SAP - TM/EM,App-DB,10.177.51.17,10.94.1.17,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.51.17,N,test_hypervisor_021
eopm-s-dbw01,BRAZIL PROD-POD1,SYS P,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Non Prod - Development,AIX,AIX 7.1.x,DB1,SAP BW,App,10.177.44.26,10.94.0.26,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.44.26,N,test_hypervisor_022
eopm-s-qds401,BRAZIL PROD-POD1,N/A,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Non Prod - QA / Dev,Linux,SLES Linux 12 64-bit,HD5,ERP S/4,DB,10.177.44.25,10.94.0.25,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.44.25,N,test_hypervisor_023
brho11z7a200b,BRAZIL PROD-POD1,N/A,IC4SAP-CMS,Z7A,Empresa De Onibus Passaro Marron S/A,Prod,Linux,SLES Linux 12 64-bit,HP5,ERP PRD,DB,10.177.51.11,10.94.1.11,Walter Fabian Robles Arce,CDIR in Score CU Sheet but no PDL,,10.177.51.11,N,test_hypervisor_024
cmsap257tea32,SYDNEY PROD-POD1,xSeries,CMS,Z4A,Energy Australia,Prod,Windows,N/A,N/A,N/A,N/A,172.18.99.7,10.173.16.7,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_025
cmsap261tea32,SYDNEY PROD-POD1,xSeries,CMS,Z4A,Energy Australia,Prod,Windows,N/A,N/A,N/A,N/A,172.18.99.10,10.173.16.10,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_026
cmsap108tea32,SYDNEY PROD-POD1,xSeries,CMS,Z4A,Energy Australia,Prod,Windows,N/A,N/A,N/A,N/A,172.18.99.9,10.173.16.9,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_027
au0411en1100d,SYDNEY PROD-POD1,SYS P,CMS,EN1,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.51.13,172.23.8.13,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_028
au0411z4a2007,SYDNEY PROD-POD1,xSeries,CMS,Z4A,Energy Australia,Prod,Windows,N/A,N/A,N/A,N/A,172.18.100.7,10.173.17.7,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_029
au0411z4a2006,SYDNEY PROD-POD1,xSeries,CMS,Z4A,Energy Australia,Prod,Windows,N/A,N/A,N/A,N/A,172.18.100.6,10.173.17.6,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_030
cmsmpgolgt1,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.5,10.173.16.5,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_031
cmsmpgolgp1,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.6,10.173.16.6,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_032
cmsap103teax2,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.12,10.173.16.12,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_033
cmsap121teax2,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.13,10.173.16.13,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_034
cmsqap123teax2,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.21,10.173.16.21,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_035
cmsdb101teax2,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.20,10.173.16.20,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_036
osimageea,SYDNEY PROD-POD1,SYS P,CMS,Z4A,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,172.18.99.11,10.173.16.11,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_037
au0411en11016,N/A,SYS P,CMS,EN1,Energy Australia,Prod,AIX,N/A,N/A,N/A,N/A,N/A,N/A,Bhullar Merinder Kaur,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_038
etgrws35,RALEIGH PROD-POD1,N/A,CMS,EN3,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,10.177.33.235,10.13.1.235,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_039
etgrph0,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Linux,N/A,N/A,N/A,N/A,10.177.33.237,10.13.1.237,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_040
etgrws46,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,N/A,N/A,N/A,N/A,172.18.90.33,10.13.1.33,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_041
usbd11ent100e,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,172.18.80.142,10.13.2.142,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_041
usbd11en31008,BOULDER PROD-POD1,SYS P,CMS,EN3,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,172.19.51.24,10.13.2.24,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_002
etgrws05,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,N/A,N/A,N/A,N/A,172.18.90.14,10.13.1.14,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_003
etgrws03,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 6.1.x,DBO,DEV - BO DB,App-DB,172.18.90.18,10.13.1.18,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.18,N,test_hypervisor_004
etgrws40,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 6.1.x,DBO,SAP BOBJ Web DBO,App-DB,172.18.90.13,10.13.1.13,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.13,N,test_hypervisor_005
etgrws43,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,QBO,SAP BOBJ Web QBO,App-Web,172.18.90.21,10.13.1.21,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.21,N,test_hypervisor_006
etgrws21,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,QBO,SAP BOBJ DB QBO,App-DB,172.18.90.20,10.13.1.20,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.20,N,test_hypervisor_007
etgrws07,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,P01,SAP ECC APP1,App,172.18.90.22,10.13.1.22,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.22,N,test_hypervisor_008
etgrws23,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,P01,SAP ECC APP2,App,172.18.90.23,10.13.1.23,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.23,N,test_hypervisor_009
etgrws30,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PBW,SAP BW PBW (App),App,172.18.90.25,10.13.1.25,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.25,N,test_hypervisor_010
etgrws22,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PGT,SAP GTS PGT (CI/DB),App-CI,172.18.90.28,10.13.1.28,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.28,N,test_hypervisor_011
etgrws09,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PBW,SAP BW PBW (CI/DB),App-CI,172.18.90.24,10.13.1.24,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.24,N,test_hypervisor_012
etgrws04,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,P01,SAP ECC DB,App-CI,172.18.90.29,10.13.1.29,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.29,N,test_hypervisor_013
etgrws44,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PBO,SAP BOBJ Web PBO,App-Web,172.18.90.26,10.13.1.26,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.26,N,test_hypervisor_014
etgrws10,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,SLM,SAP SOL MAN SLM (CI/DB),App-DB,172.18.90.27,10.13.1.27,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.27,N,test_hypervisor_015
usrd11en31005,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,10.177.33.229,10.13.1.229,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_016
etgrws41,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA / Dev,AIX,AIX 6.1.x,QGR,SAP GRC DGR/QGR (CI/DB),App-DB,172.18.90.31,10.13.1.31,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.31,N,test_hypervisor_017
usrd11en3100a,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,10.177.33.234,10.13.1.234,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_018
etgrws19,RALEIGH PROD-POD1,SYS P,CMS,EN3,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,10.177.33.233,10.13.1.233,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_019
etgrws50,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,P01,SAP ECC App3,App,172.18.90.37,10.13.1.37,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.37,N,test_hypervisor_020
etgrws26,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Sandbox,AIX,AIX 7.1.x,S02,SAP ECC Sandbox S02 (CI/DB),App-CI,172.18.90.5,10.13.1.5,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.5,N,test_hypervisor_021
etgrws28,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Sandbox,AIX,AIX 7.1.x,S03,BW,App-CI,172.18.90.9,10.13.1.9,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.9,N,test_hypervisor_022
entsmmonitor,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,SMD,Dev Solman SMD,App-DB,172.18.90.34,10.13.1.34,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.34,N,test_hypervisor_023
etgrws28hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Sandbox,Linux,SLES Linux 11 64-bit,S03,BW on Hana,DB,172.18.90.35,10.13.1.35,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.35,N,test_hypervisor_024
etgrws26hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Sandbox,Linux,SLES Linux 11 64-bit,S02,ECC,DB,172.18.90.36,10.13.1.36,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.36,N,test_hypervisor_025
etgrws52,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 7.1.x,DAP,ADS-ASE,App-DB,172.18.90.39,10.13.1.39,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.39,N,test_hypervisor_026
etgrws53,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 7.1.x,DB3,BW-Support,App-CI,172.18.90.40,10.13.1.40,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.40,N,test_hypervisor_027
etgrws56,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,Q02,ECC-Support,DB,172.18.90.41,10.13.1.41,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.41,N,test_hypervisor_028
etgrws54,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,QB3,BW-Support,App-CI,172.18.90.42,10.13.1.42,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.42,N,test_hypervisor_029
etgrws55,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 7.1.x,D02,ECC-Support,App-CI,172.18.90.43,10.13.1.43,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.43,N,test_hypervisor_030
etgrws57,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 7.1.x,DG3,GTS-Support,DB,172.18.90.44,10.13.1.44,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.44,N,test_hypervisor_031
etgrws58,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - QA,AIX,AIX 7.1.x,QG3,GTS-Support,DB,172.18.90.45,10.13.1.45,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.45,N,test_hypervisor_032
etgrws60,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 7.1.x,PS3,SAP Prod Solman PS3,App-DB,172.18.90.46,10.13.1.46,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.46,N,test_hypervisor_033
etgrws53hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Development,Linux,SLES Linux 11 64-bit,DB3,BW,DB,172.18.90.47,10.13.1.47,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.47,N,test_hypervisor_034
etgrws59,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 7.1.x,PAP,SAP Prod ADS PAP,App-DB,172.18.90.48,10.13.1.48,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.48,N,test_hypervisor_035
etgrws56hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - QA,Linux,SLES Linux 11 64-bit,Q02,ECC,DB,172.18.90.58,10.13.1.58,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.58,N,test_hypervisor_036
etgrws57hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Development,Linux,SLES Linux 11 64-bit,DG3,GTS,DB,172.18.90.59,10.13.1.59,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.59,N,test_hypervisor_037
etgrws58hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - QA,Linux,SLES Linux 11 64-bit,QG3,GTS,DB,172.18.90.60,10.13.1.60,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.60,N,test_hypervisor_038
etgrws55hana2,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Development,Linux,SLES Linux 12 64-bit,D03,ECC,DB,172.18.90.61,10.13.1.61,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.61,N,test_hypervisor_039
etgrws54hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - QA,Linux,SLES Linux 12 64-bit,QB3,QA BW - HANA,DB,172.18.90.52,10.13.1.52,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.52,N,test_hypervisor_040
usbd11en31005,BOULDER PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.19.51.21,10.13.2.21,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_041
usbd11en31006,BOULDER PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.19.51.22,10.13.2.22,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_041
etgrws55hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Non Prod - Development,Linux,SLES Linux 11 64-bit,D02,ECC,DB,172.18.90.57,10.13.1.57,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.57,N,test_hypervisor_001
etgrws72,RALEIGH PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Prod,Windows,Windows 2012 Datacenter 64-bit,PBS,BSI,App-Web,172.18.90.65,10.13.1.65,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.65,N,test_hypervisor_002
etgrws71,RALEIGH PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Non Prod - Non-Production,Windows,Windows 2012 R2 Datacenter 64b,DBS,BSI,App-Web,172.18.90.54,10.13.1.54,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.54,N,test_hypervisor_003
etgrws04hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,P01,Prod ECC - hana - primary,DB,172.18.90.66,10.13.1.66,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.66,N,test_hypervisor_004
etgrws04hana-ha,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,P01,Prod ECc -hana - HA,DB,172.18.90.67,10.13.1.67,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.67,N,test_hypervisor_005
etgrws04hana-q,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,P01,Prod ECC - Quorum,DB,172.18.90.68,10.13.1.68,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.68,N,test_hypervisor_006
etgrws22hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PGT,Prod GTS,DB,172.18.90.69,10.13.1.69,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.69,N,test_hypervisor_007
etgrws22hana-ha,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PGT,Prod GTS,DB,172.18.90.70,10.13.1.70,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.70,N,test_hypervisor_008
etgrws22hana-q,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PGT,Prod GTS,DB,172.18.90.71,10.13.1.71,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.71,N,test_hypervisor_009
etgrws09hana,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PBW,Prod BW,DB,172.18.90.84,10.13.1.84,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.84,N,test_hypervisor_010
etgrws09hana-ha,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PBW,Prod BW,DB,172.18.90.85,10.13.1.85,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.85,N,test_hypervisor_011
etgrws09hana-q,RALEIGH PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Prod,Linux,SLES Linux 12 64-bit,PBW,Prod BW,DB,172.18.90.86,10.13.1.86,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.86,N,test_hypervisor_012
etgrws85,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Development,AIX,AIX 7.1.x,D03,ECC,App,172.18.90.87,10.13.1.87,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.87,N,test_hypervisor_013
etgrws88,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Linux,N/A,N/A,N/A,N/A,10.177.33.238,10.13.1.238,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_014
usbd11ent1005,BOULDER PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.18.80.133,10.13.2.133,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_015
usbd11ent1006,BOULDER PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.18.80.134,10.13.2.134,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_016
usbd11ent100d,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Disaster Recovery,AIX,AIX 7.1.x,PAP,ADS-ASE,App-DB,172.18.80.141,10.13.2.141,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.141,N,test_hypervisor_017
usbd11ent100f,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,172.18.80.143,10.13.2.143,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_018
usbd11ent100c,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Disaster Recovery,AIX,AIX 7.1.x,PS3,Solman 7.2,App-DB,172.18.80.140,10.13.2.140,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.140,N,test_hypervisor_019
usbd11ent1010,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,N/A,N/A,N/A,N/A,172.18.80.144,10.13.2.144,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_020
usbd11ent1018,BOULDER PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Disaster Recovery,Linux,SLES Linux 12 64-bit,P01,DR ECC,DB,172.18.80.152,10.13.2.152,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.152,N,test_hypervisor_021
usbd11ent1008,BOULDER PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Disaster Recovery,Linux,SLES Linux 12 64-bit,PBW,DR BW,DB,172.18.80.136,10.13.2.136,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.136,N,test_hypervisor_022
usbd11ent100b,BOULDER PROD-POD1,N/A,CMS4SAP,ENT,Entegris,Disaster Recovery,Linux,SLES Linux 12 64-bit,PGT,DR GTS,DB,172.18.80.139,10.13.2.139,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.139,N,test_hypervisor_023
usbd11ent1007,BOULDER PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Disaster Recovery,Windows,Windows 2012 Datacenter 64-bit,PBS,BSI,App-Web,172.18.80.135,10.13.2.135,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.135,N,test_hypervisor_024
etgrws89,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Non Prod - Sandbox,AIX,AIX 7.1.x,DF3,SAP Fiori,App-DB,172.18.90.7,10.13.1.7,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.7,N,test_hypervisor_025
etgrws06,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PBO,SAP BOBJ DB,App-DB,172.18.90.16,10.13.1.16,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.16,N,test_hypervisor_026
etgrws45,RALEIGH PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Prod,AIX,AIX 6.1.x,PGR,SAP GRC PGR (CI/DB),App-DB,172.18.90.32,10.13.1.32,Stacy McCarron-Grose,Yolanda Steward,,172.18.90.32,N,test_hypervisor_027
usbd11en31009,BOULDER PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.19.51.25,10.13.2.25,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_028
usbd11en3100a,BOULDER PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.19.51.26,10.13.2.26,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_029
etgrws34,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,10.177.33.230,10.13.1.230,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_030
etgrws27,RALEIGH PROD-POD1,xSeries,CMS,EN3,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.18.22.8,10.13.3.8,Stacy McCarron-Grose,Mohammed Uddin,,N/A,N/A,test_hypervisor_031
usrd11ent100d,RALEIGH PROD-POD1,xSeries,CMS4SAP,ENT,Entegris,Prod,Windows,N/A,N/A,N/A,N/A,172.18.90.38,10.13.1.38,Stacy McCarron-Grose,Yolanda Steward,,N/A,N/A,test_hypervisor_032
usbd11ent1009,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Disaster Recovery,AIX,AIX 6.1.x,PGR,GRC,App-DB,172.18.80.137,10.13.2.137,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.137,N,test_hypervisor_033
usbd11ent100a,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Disaster Recovery,AIX,AIX 6.1.x,PBO,SAP BOBJ DB,App-DB,172.18.80.138,10.13.2.138,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.138,N,test_hypervisor_034
usbd11ent1016,BOULDER PROD-POD1,SYS P,CMS4SAP,ENT,Entegris,Disaster Recovery,AIX,AIX 6.1.x,P01,SAP BOBJ WEB,App,172.18.80.150,10.13.2.150,Stacy McCarron-Grose,Yolanda Steward,,172.18.80.150,N,test_hypervisor_035
